country,value,region,CODE,shuoming,title
Bangladesh,0.704,2015年性别差异指数,BGD,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Jamaica,0.703,2015年性别差异指数,JAM,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Ukraine,0.702,2015年性别差异指数,UKR,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Guyana,0.702,2015年性别差异指数,GUY,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Malawi,0.701,2015年性别差异指数,MWI,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
"Macedonia, fYR",0.701,2015年性别差异指数,MKD,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Albania,0.701,2015年性别差异指数,ALB,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Mexico,0.699,2015年性别差异指数,MEX,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Senegal,0.698,2015年性别差异指数,SEN,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Madagascar,0.698,2015年性别差异指数,MDG,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Chile,0.698,2015年性别差异指数,CHL,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Russian federation,0.694,2015年性别差异指数,RUS,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Kyrgyz Republic,0.693,2015年性别差异指数,KGZ,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Romania,0.693,2015年性别差异指数,ROU,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
